"","x"
"2813","Chd9"
"2814","Chdh"
"2815","Chek2"
"2816","Cherp"
"2817","Chfr"
"2818","Chi3l1"
"2819","Chi3l3"
"2820","Chi3l7"
"2821","Chia"
"2822","Chic2"
"2823","Chid1"
"2824","Chit1"
"2825","Chka"
"2826","Chkb"
"2827","Chm"
"2828","Chml"
"2829","Chmp1a"
"2830","Chmp2a"
"2831","Chmp2b"
"2832","Chmp3"
"2833","Chmp4b"
"2834","Chmp4c"
"2835","Chmp5"
"2836","Chmp6"
"2837","Chmp7"
"2838","Chn2"
"2839","Chordc1"
"2840","Chp1"
"2841","Chpf"
"2842","Chpf2"
"2843","Chpt1"
"2844","Chrac1"
"2845","Chrd"
"2846","Chrdl1"
"2847","Chrm2"
"2848","Chrm3"
"2849","Chrnb1"
"2850","Chrnb2"
"2851","Chst1"
"2852","Chst11"
"2853","Chst12"
"2854","Chst14"
"2855","Chst15"
"2856","Chst2"
"2857","Chst3"
"2858","Chst4"
"2859","Chst7"
"2860","Chsy1"
"2861","Chtf18"
"2862","Chtf8"
"2863","Chtop"
"2864","Chuk"
"2865","Churc1"
"2866","Ciao1"
"2867","Ciapin1"
"2868","Cib1"
"2869","Cib2"
"2870","Cic"
"2871","Cidea"
"2872","Cideb"
"2873","Cidec"
"2874","Ciita"
"2875","Cinp"
"2876","Cir1"
"2877","Cirbp"
"2878","Cirh1a"
"2879","Cisd1"
"2880","Cisd2"
"2881","Cisd3"
"2882","Cish"
"2883","Cit"
"2884","Cited2"
"2885","Cited4"
"2886","Ciz1"
"2887","Ckap2"
"2888","Ckap2l"
"2889","Ckap4"
"2890","Ckap5"
"2891","Ckb"
"2892","Cklf"
"2893","Ckmt1"
"2894","Cks1b"
"2895","Cks2"
"2896","Clasp1"
"2897","Clasp2"
"2898","Clasrp"
"2899","Clca1"
"2900","Clca2"
"2901","Clcc1"
"2902","Clcf1"
"2903","Clcn3"
"2904","Clcn4-2"
"2905","Clcn5"
"2906","Clcn6"
"2907","Clcn7"
"2908","Cldn1"
"2909","Cldn10"
"2910","Cldn12"
"2911","Cldn15"
"2912","Cldn18"
"2913","Cldn23"
"2914","Cldn25"
"2915","Cldn3"
"2916","Cldn4"
"2917","Cldn5"
"2918","Cldn7"
"2919","Clec10a"
"2920","Clec12a"
"2921","Clec12b"
"2922","Clec14a"
"2923","Clec16a"
"2924","Clec1a"
"2925","Clec1b"
"2926","Clec2d"
"2927","Clec2g"
"2928","Clec2i"
"2929","Clec3b"
"2930","Clec4a1"
"2931","Clec4a2"
"2932","Clec4a3"
"2933","Clec4b1"
"2934","Clec4d"
"2935","Clec4e"
"2936","Clec4g"
"2937","Clec4n"
"2938","Clec5a"
"2939","Clec9a"
"2940","Clgn"
"2941","Clhc1"
"2942","Clic1"
"2943","Clic3"
"2944","Clic4"
"2945","Clic5"
"2946","Clic6"
"2947","Clint1"
"2948","Clip1"
"2949","Clip2"
"2950","Clip3"
"2951","Clip4"
"2952","Clk1"
"2953","Clk2"
"2954","Clk3"
"2955","Clk4"
"2956","Clmn"
"2957","Clmp"
"2958","Cln3"
"2959","Cln5"
"2960","Cln6"
"2961","Cln8"
"2962","Clnk"
"2963","Clns1a"
"2964","Clock"
"2965","Clp1"
"2966","Clpb"
"2967","Clpp"
"2968","Clptm1"
"2969","Clptm1l"
"2970","Clpx"
"2971","Clspn"
"2972","Clstn1"
"2973","Clstn2"
"2974","Clstn3"
"2975","Clta"
"2976","Cltb"
"2977","Cltc"
"2978","Clu"
"2979","Cluap1"
"2980","Cluh"
"2981","Clvs1"
"2982","Clybl"
"2983","Cma1"
"2984","Cmah"
"2985","Cmas"
"2986","Cmbl"
"2987","Cmc1"
"2988","Cmc2"
"2989","Cmip"
"2990","Cmklr1"
"2991","Cml1"
"2992","Cmpk1"
"2993","Cmpk2"
"2994","Cmss1"
"2995","Cmtm3"
"2996","Cmtm4"
"2997","Cmtm6"
"2998","Cmtm7"
"2999","Cmtm8"
"3000","Cmtr1"
"3001","Cmtr2"
"3002","Cnbd2"
"3003","Cnbp"
"3004","Cndp2"
"3005","Cnep1r1"
"3006","Cnga2"
"3007","Cnga3"
"3008","Cngb1"
"3009","Cnih1"
"3010","Cnih2"
"3011","Cnih4"
"3012","Cnksr1"
"3013","Cnksr2"
"3014","Cnksr3"
"3015","Cnn2"
"3016","Cnn3"
"3017","Cnnm2"
"3018","Cnnm3"
"3019","Cnnm4"
"3020","Cnot1"
"3021","Cnot10"
"3022","Cnot11"
"3023","Cnot2"
"3024","Cnot3"
"3025","Cnot4"
"3026","Cnot6"
"3027","Cnot6l"
"3028","Cnot7"
"3029","Cnot8"
"3030","Cnp"
"3031","Cnppd1"
"3032","Cnpy2"
"3033","Cnpy3"
"3034","Cnpy4"
"3035","Cnr2"
"3036","Cnrip1"
"3037","Cnst"
"3038","Cntd1"
"3039","Cntfr"
"3040","Cntln"
"3041","Cntnap1"
"3042","Coa3"
"3043","Coa4"
"3044","Coa5"
"3045","Coa6"
"3046","Coasy"
"3047","Cobl"
"3048","Cobll1"
"3049","Cog1"
"3050","Cog2"
"3051","Cog3"
"3052","Cog4"
"3053","Cog5"
"3054","Cog6"
"3055","Cog7"
"3056","Cog8"
"3057","Coil"
"3058","Col11a1"
"3059","Col11a2"
"3060","Col12a1"
"3061","Col14a1"
"3062","Col15a1"
"3063","Col16a1"
"3064","Col18a1"
"3065","Col1a1"
"3066","Col1a2"
"3067","Col20a1"
"3068","Col23a1"
"3069","Col26a1"
"3070","Col27a1"
"3071","Col3a1"
"3072","Col4a1"
"3073","Col4a2"
"3074","Col4a3"
"3075","Col4a3bp"
"3076","Col4a4"
"3077","Col4a5"
"3078","Col4a6"
"3079","Col5a1"
"3080","Col5a2"
"3081","Col6a1"
"3082","Col6a2"
"3083","Col6a5"
"3084","Col8a1"
"3085","Col8a2"
"3086","Colec12"
"3087","Colgalt1"
"3088","Commd1"
"3089","Commd10"
"3090","Commd2"
"3091","Commd3"
"3092","Commd4"
"3093","Commd5"
"3094","Commd6"
"3095","Commd7"
"3096","Commd8"
"3097","Commd9"
"3098","Comt"
"3099","Comtd1"
"3100","Copa"
"3101","Copb1"
"3102","Copb2"
"3103","Cope"
"3104","Copg1"
"3105","Copg2"
"3106","Coprs"
"3107","Cops2"
"3108","Cops3"
"3109","Cops4"
"3110","Cops5"
"3111","Cops6"
"3112","Cops7a"
"3113","Cops7b"
"3114","Cops8"
"3115","Copz1"
"3116","Copz2"
"3117","Coq10a"
"3118","Coq10b"
"3119","Coq2"
"3120","Coq3"
"3121","Coq4"
"3122","Coq5"
"3123","Coq6"
"3124","Coq7"
"3125","Coq9"
"3126","Corin"
"3127","Coro1a"
"3128","Coro1b"
"3129","Coro1c"
"3130","Coro2a"
"3131","Coro2b"
"3132","Coro6"
"3133","Coro7"
"3134","Cotl1"
"3135","Cox10"
"3136","Cox11"
"3137","Cox14"
"3138","Cox15"
"3139","Cox16"
"3140","Cox17"
"3141","Cox18"
"3142","Cox19"
"3143","Cox20"
"3144","Cox4i1"
"3145","Cox4i2"
"3146","Cox5a"
"3147","Cox5b"
"3148","Cox6a1"
"3149","Cox6a2"
"3150","Cox6b1"
"3151","Cox6b2"
"3152","Cox6c"
"3153","Cox7a1"
"3154","Cox7a2"
"3155","Cox7a2l"
"3156","Cox7b"
"3157","Cox7c"
"3158","Cox8a"
"3159","Cp"
"3160","Cpa3"
"3161","Cpd"
"3162","Cpe"
"3163","Cpeb1"
"3164","Cpeb2"
"3165","Cpeb3"
"3166","Cpeb4"
"3167","Cped1"
"3168","Cplx2"
"3169","Cpm"
"3170","Cpn1"
"3171","Cpne2"
"3172","Cpne3"
"3173","Cpne5"
"3174","Cpne8"
"3175","Cpox"
"3176","Cpped1"
"3177","Cpq"
"3178","Cps1"
"3179","Cpsf1"
"3180","Cpsf2"
"3181","Cpsf3"
"3182","Cpsf3l"
"3183","Cpsf4"
"3184","Cpsf6"
"3185","Cpsf7"
"3186","Cpt1a"
"3187","Cpt1c"
"3188","Cpt2"
"3189","Cr1l"
"3190","Cr2"
"3191","Crabp1"
"3192","Crabp2"
"3193","Cradd"
"3194","Cramp1l"
"3195","Crat"
"3196","Crb2"
"3197","Crb3"
"3198","Crbn"
"3199","Crcp"
"3200","Creb1"
"3201","Creb3"
"3202","Creb3l1"
"3203","Creb3l2"
"3204","Creb3l4"
"3205","Creb5"
"3206","Crebbp"
"3207","Crebl2"
"3208","Crebrf"
"3209","Crebzf"
"3210","Creg1"
"3211","Creg2"
"3212","Creld1"
"3213","Creld2"
"3214","Crem"
"3215","Crim1"
"3216","Crip1"
"3217","Crip2"
"3218","Crip3"
"3219","Cript"
"3220","Crisp2"
"3221","Crispld1"
"3222","Crispld2"
"3223","Crk"
"3224","Crkl"
"3225","Crlf1"
"3226","Crlf2"
"3227","Crlf3"
"3228","Crls1"
"3229","Crmp1"
"3230","Crnkl1"
"3231","Crocc"
"3232","Crot"
"3233","Crtam"
"3234","Crtap"
"3235","Crtc1"
"3236","Crtc2"
"3237","Crtc3"
"3238","Cry1"
"3239","Cry2"
"3240","Cryaa"
"3241","Cryab"
"3242","Cryba1"
"3243","Cryba4"
"3244","Crybb1"
"3245","Crybg3"
"3246","Crygn"
"3247","Cryl1"
"3248","Crym"
"3249","Cryz"
"3250","Cryzl1"
"3251","Cs"
"3252","Csad"
"3253","Csdc2"
"3254","Csde1"
"3255","Cse1l"
"3256","Csf1"
"3257","Csf1r"
"3258","Csf2"
"3259","Csf2ra"
"3260","Csf2rb"
"3261","Csf2rb2"
"3262","Csf3r"
"3263","Csgalnact1"
"3264","Csgalnact2"
"3265","Csk"
"3266","Csl"
"3267","Csmd1"
"3268","Csmd2"
"3269","Csnk1a1"
"3270","Csnk1d"
"3271","Csnk1e"
"3272","Csnk1g1"
"3273","Csnk1g2"
"3274","Csnk1g3"
"3275","Csnk2a1"
"3276","Csnk2a2"
"3277","Csnk2b"
"3278","Cspp1"
"3279","Csrnp1"
"3280","Csrnp2"
"3281","Csrp1"
"3282","Csrp2"
"3283","Csrp2bp"
"3284","Cst3"
"3285","Cst6"
"3286","Cst7"
"3287","Cst8"
"3288","Cstb"
"3289","Cstf1"
"3290","Cstf2"
"3291","Cstf2t"
"3292","Cstf3"
"3293","Ctage5"
"3294","Ctbp1"
"3295","Ctbp2"
"3296","Ctbs"
"3297","Ctc1"
"3298","Ctcf"
"3299","Ctdnep1"
"3300","Ctdp1"
"3301","Ctdsp1"
"3302","Ctdsp2"
"3303","Ctdspl"
"3304","Ctdspl2"
"3305","Ctgf"
"3306","Cth"
"3307","Cthrc1"
"3308","Ctif"
"3309","Ctla2a"
"3310","Ctla2b"
"3311","Ctla4"
"3312","Ctnna1"
"3313","Ctnna3"
"3314","Ctnnal1"
"3315","Ctnnb1"
"3316","Ctnnbip1"
"3317","Ctnnbl1"
"3318","Ctnnd1"
"3319","Ctns"
"3320","Ctps"
"3321","Ctps2"
"3322","Ctr9"
"3323","Ctrl"
"3324","Ctsa"
"3325","Ctsb"
"3326","Ctsc"
"3327","Ctsd"
"3328","Ctse"
"3329","Ctsf"
"3330","Ctsh"
"3331","Ctsk"
"3332","Ctsl"
"3333","Ctso"
"3334","Ctss"
"3335","Ctsw"
"3336","Ctsz"
"3337","Cttn"
"3338","Cttnbp2nl"
"3339","Ctu1"
"3340","Ctu2"
"3341","Ctxn1"
"3342","Cuedc1"
"3343","Cuedc2"
"3344","Cul1"
"3345","Cul2"
"3346","Cul3"
"3347","Cul4a"
"3348","Cul4b"
"3349","Cul5"
"3350","Cul7"
"3351","Cul9"
"3352","Cuta"
"3353","Cutal"
"3354","Cutc"
"3355","Cux1"
"3356","Cux2"
"3357","Cwc15"
"3358","Cwc22"
"3359","Cwc25"
"3360","Cwc27"
"3361","Cwf19l1"
"3362","Cwf19l2"
"3363","Cwh43"
"3364","Cx3cl1"
"3365","Cx3cr1"
"3366","Cxadr"
"3367","Cxcl1"
"3368","Cxcl12"
"3369","Cxcl13"
"3370","Cxcl14"
"3371","Cxcl15"
"3372","Cxcl16"
"3373","Cxcl17"
"3374","Cxcl2"
"3375","Cxcl5"
"3376","Cxcr2"
"3377","Cxcr3"
"3378","Cxcr4"
"3379","Cxcr5"
"3380","Cxcr6"
"3381","Cxx1a"
"3382","Cxx1b"
"3383","Cxx1c"
"3384","Cxxc1"
"3385","Cxxc4"
"3386","Cxxc5"
"3387","Cyb5"
"3388","Cyb561"
"3389","Cyb561a3"
"3390","Cyb561d1"
"3391","Cyb561d2"
"3392","Cyb5b"
"3393","Cyb5d1"
"3394","Cyb5d2"
"3395","Cyb5r1"
"3396","Cyb5r3"
"3397","Cyb5r4"
"3398","Cyb5rl"
"3399","Cyba"
"3400","Cybb"
"3401","Cybrd1"
"3402","Cyc1"
"3403","Cycs"
"3404","Cyfip1"
"3405","Cyfip2"
"3406","Cygb"
"3407","Cyhr1"
"3408","Cyld"
"3409","Cym"
"3410","Cyp11a1"
"3411","Cyp1a1"
"3412","Cyp1b1"
"3413","Cyp20a1"
"3414","Cyp26b1"
"3415","Cyp27a1"
"3416","Cyp2a4"
"3417","Cyp2a5"
"3418","Cyp2ab1"
"3419","Cyp2b10"
"3420","Cyp2b19"
"3421","Cyp2d22"
"3422","Cyp2f2"
"3423","Cyp2g1"
"3424","Cyp2j6"
"3425","Cyp2j9"
"3426","Cyp2r1"
"3427","Cyp2s1"
"3428","Cyp39a1"
"3429","Cyp3a13"
"3430","Cyp4a12b"
"3431","Cyp4a32"
"3432","Cyp4b1"
"3433","Cyp4f13"
"3434","Cyp4f15"
"3435","Cyp4f16"
"3436","Cyp4f18"
"3437","Cyp4v3"
"3438","Cyp51"
"3439","Cyp7b1"
"3440","Cypt1"
"3441","Cyr61"
"3442","Cys1"
"3443","Cysltr1"
"3444","Cysltr2"
"3445","Cystm1"
"3446","Cyth1"
"3447","Cyth2"
"3448","Cyth3"
"3449","Cyth4"
"3450","Cytip"
"3451","Cytl1"
"3452","Cyyr1"
"3453","D030028A08Rik"
"3454","D030056L22Rik"
"3455","D10Bwg1379e"
"3456","D10Jhu81e"
"3457","D10Wsu102e"
"3458","D11Wsu47e"
"3459","D130017N08Rik"
"3460","D130020L05Rik"
"3461","D130040H23Rik"
"3462","D130043K22Rik"
"3463","D130062J21Rik"
"3464","D14Abb1e"
"3465","D15Ertd621e"
"3466","D16Ertd472e"
"3467","D17H6S53E"
"3468","D17H6S56E-5"
"3469","D17Wsu104e"
"3470","D17Wsu92e"
"3471","D19Bwg1357e"
"3472","D19Ertd737e"
"3473","D1Ertd622e"
"3474","D230002A01Rik"
"3475","D230017M19Rik"
"3476","D230025D16Rik"
"3477","D2Wsu81e"
"3478","D2hgdh"
"3479","D330023K18Rik"
"3480","D330041H03Rik"
"3481","D330050G23Rik"
"3482","D3Ertd254e"
"3483","D3Ertd751e"
"3484","D430001F17Rik"
"3485","D430019H16Rik"
"3486","D430036J16Rik"
"3487","D430040D24Rik"
"3488","D430042O09Rik"
"3489","D4Wsu53e"
"3490","D530049N12Rik"
"3491","D5Ertd579e"
"3492","D630002J18Rik"
"3493","D630008O14Rik"
"3494","D630024D03Rik"
"3495","D630036G22Rik"
"3496","D630039A03Rik"
"3497","D630045J12Rik"
"3498","D6Wsu163e"
"3499","D730003I15Rik"
"3500","D830026I12Rik"
"3501","D830030K20Rik"
"3502","D830044I16Rik"
"3503","D830050J10Rik"
"3504","D8Ertd738e"
"3505","D8Ertd82e"
"3506","D930015E06Rik"
"3507","D930016D06Rik"
"3508","D930020B18Rik"
"3509","D930028M14Rik"
"3510","D930032P07Rik"
"3511","Daam1"
"3512","Daam2"
"3513","Dab2"
"3514","Dab2ip"
"3515","Dach1"
"3516","Dach2"
"3517","Dact1"
"3518","Dad1"
"3519","Daf2"
"3520","Dag1"
"3521","Dagla"
"3522","Daglb"
"3523","Dak"
"3524","Dalrd3"
"3525","Dancr"
"3526","Dand5"
"3527","Dap"
"3528","Dap3"
"3529","Dapk1"
"3530","Dapk2"
"3531","Dapk3"
"3532","Dapl1"
"3533","Dapp1"
"3534","Darc"
"3535","Dars"
"3536","Dars2"
"3537","Daw1"
"3538","Daxx"
"3539","Dazap1"
"3540","Dazap2"
"3541","Dbf4"
"3542","Dbi"
"3543","Dbn1"
"3544","Dbndd1"
"3545","Dbndd2"
"3546","Dbnl"
"3547","Dbp"
"3548","Dbr1"
"3549","Dbt"
"3550","Dcaf10"
"3551","Dcaf11"
"3552","Dcaf12"
"3553","Dcaf12l1"
"3554","Dcaf13"
"3555","Dcaf15"
"3556","Dcaf17"
"3557","Dcaf4"
"3558","Dcaf5"
"3559","Dcaf6"
"3560","Dcaf7"
"3561","Dcaf8"
"3562","Dcakd"
"3563","Dcbld1"
"3564","Dcbld2"
"3565","Dcdc2a"
"3566","Dcdc2b"
"3567","Dck"
"3568","Dclk1"
"3569","Dclk2"
"3570","Dclre1a"
"3571","Dclre1b"
"3572","Dclre1c"
"3573","Dcn"
"3574","Dcp1a"
"3575","Dcp1b"
"3576","Dcp2"
"3577","Dcps"
"3578","Dctn1"
"3579","Dctn2"
"3580","Dctn3"
"3581","Dctn4"
"3582","Dctn5"
"3583","Dctn6"
"3584","Dctpp1"
"3585","Dcun1d1"
"3586","Dcun1d2"
"3587","Dcun1d3"
"3588","Dcun1d4"
"3589","Dcun1d5"
"3590","Dcxr"
"3591","Dda1"
"3592","Ddah1"
"3593","Ddah2"
"3594","Ddb1"
"3595","Ddb2"
"3596","Ddhd1"
"3597","Ddhd2"
"3598","Ddi2"
"3599","Ddit3"
"3600","Ddit4"
"3601","Ddit4l"
"3602","Ddo"
"3603","Ddost"
"3604","Ddr1"
"3605","Ddr2"
"3606","Ddrgk1"
"3607","Ddt"
"3608","Ddx1"
"3609","Ddx10"
"3610","Ddx11"
"3611","Ddx17"
"3612","Ddx18"
"3613","Ddx19a"
"3614","Ddx19b"
"3615","Ddx20"
"3616","Ddx21"
"3617","Ddx23"
"3618","Ddx24"
"3619","Ddx26b"
"3620","Ddx27"
"3621","Ddx28"
"3622","Ddx31"
"3623","Ddx39"
"3624","Ddx39b"
"3625","Ddx3x"
"3626","Ddx3y"
"3627","Ddx41"
"3628","Ddx42"
"3629","Ddx46"
"3630","Ddx47"
"3631","Ddx49"
"3632","Ddx5"
"3633","Ddx50"
"3634","Ddx51"
"3635","Ddx52"
"3636","Ddx54"
"3637","Ddx55"
"3638","Ddx56"
"3639","Ddx58"
"3640","Ddx59"
"3641","Ddx6"
"3642","Ddx60"
"3643","Deaf1"
"3644","Deb1"
"3645","Decr1"
"3646","Decr2"
"3647","Dedd"
"3648","Dedd2"
"3649","Def6"
"3650","Def8"
"3651","Defb40"
"3652","Degs1"
"3653","Degs2"
"3654","Dek"
"3655","Dennd1a"
"3656","Dennd1b"
"3657","Dennd1c"
"3658","Dennd2a"
"3659","Dennd2c"
"3660","Dennd2d"
"3661","Dennd3"
"3662","Dennd4a"
"3663","Dennd4b"
"3664","Dennd4c"
"3665","Dennd5a"
"3666","Dennd5b"
"3667","Dennd6a"
"3668","Dennd6b"
"3669","Denr"
"3670","Depdc1a"
"3671","Depdc1b"
"3672","Depdc5"
"3673","Deptor"
"3674","Dera"
"3675","Derl1"
"3676","Derl2"
"3677","Derl3"
"3678","Des"
"3679","Desi1"
"3680","Desi2"
"3681","Det1"
"3682","Dexi"
"3683","Dffa"
"3684","Dffb"
"3685","Dfna5"
"3686","Dgat1"
"3687","Dgat2"
"3688","Dgcr14"
"3689","Dgcr2"
"3690","Dgcr6"
"3691","Dgcr8"
"3692","Dgka"
"3693","Dgkd"
"3694","Dgke"
"3695","Dgkg"
"3696","Dgkh"
"3697","Dgkq"
"3698","Dgkz"
"3699","Dguok"
"3700","Dhcr24"
"3701","Dhcr7"
"3702","Dhdds"
"3703","Dhdh"
"3704","Dhfr"
"3705","Dhh"
"3706","Dhodh"
"3707","Dhps"
"3708","Dhrs1"
"3709","Dhrs11"
"3710","Dhrs13"
"3711","Dhrs3"
"3712","Dhrs4"
"3713","Dhrs7"
"3714","Dhrs7b"
"3715","Dhrs9"
"3716","Dhtkd1"
"3717","Dhx15"
"3718","Dhx16"
"3719","Dhx29"
"3720","Dhx30"
"3721","Dhx32"
"3722","Dhx33"
"3723","Dhx34"
"3724","Dhx35"
"3725","Dhx36"
"3726","Dhx37"
"3727","Dhx38"
"3728","Dhx40"
"3729","Dhx57"
"3730","Dhx58"
"3731","Dhx8"
"3732","Dhx9"
"3733","Diablo"
"3734","Diap1"
"3735","Diap2"
"3736","Diap3"
"3737","Dicer1"
"3738","Dido1"
"3739","Diexf"
"3740","Dimt1"
"3741","Dio1"
"3742","Dip2a"
"3743","Dip2b"
"3744","Dip2c"
"3745","Diras2"
"3746","Dirc2"
"3747","Dis3"
"3748","Dis3l"
"3749","Dis3l2"
"3750","Disc1"
"3751","Disp1"
"3752","Disp2"
"3753","Dixdc1"
"3754","Dkc1"
"3755","Dkk3"
"3756","Dkkl1"
"3757","Dlat"
"3758","Dlc1"
"3759","Dld"
"3760","Dlec1"
"3761","Dleu2"
"3762","Dlg1"
"3763","Dlg2"
"3764","Dlg3"
"3765","Dlg4"
"3766","Dlg5"
"3767","Dlgap4"
"3768","Dlgap5"
"3769","Dlk1"
"3770","Dll1"
"3771","Dll4"
"3772","Dlst"
"3773","Dmap1"
"3774","Dmc1"
"3775","Dmd"
"3776","Dmkn"
"3777","Dmpk"
"3778","Dmtf1"
"3779","Dmtn"
"3780","Dmwd"
"3781","Dmxl1"
"3782","Dmxl2"
"3783","Dna2"
"3784","Dnaaf1"
"3785","Dnaaf2"
"3786","Dnaaf3"
"3787","Dnah1"
"3788","Dnah10"
"3789","Dnah11"
"3790","Dnah12"
"3791","Dnah17"
"3792","Dnah2"
"3793","Dnah3"
"3794","Dnah5"
"3795","Dnah6"
"3796","Dnah7a"
"3797","Dnah7b"
"3798","Dnah8"
"3799","Dnah9"
"3800","Dnaic1"
"3801","Dnaic2"
"3802","Dnaja1"
"3803","Dnaja2"
"3804","Dnaja3"
"3805","Dnaja4"
"3806","Dnajb1"
"3807","Dnajb11"
"3808","Dnajb12"
"3809","Dnajb13"
"3810","Dnajb14"
"3811","Dnajb2"
"3812","Dnajb3"
"3813","Dnajb4"
"3814","Dnajb5"
"3815","Dnajb6"
"3816","Dnajb9"
"3817","Dnajc1"
"3818","Dnajc10"
"3819","Dnajc11"
"3820","Dnajc12"
"3821","Dnajc13"
"3822","Dnajc14"
"3823","Dnajc15"
"3824","Dnajc16"
"3825","Dnajc17"
"3826","Dnajc18"
"3827","Dnajc19"
"3828","Dnajc2"
"3829","Dnajc21"
"3830","Dnajc24"
"3831","Dnajc25"
"3832","Dnajc27"
"3833","Dnajc28"
"3834","Dnajc3"
"3835","Dnajc30"
"3836","Dnajc4"
"3837","Dnajc5"
"3838","Dnajc7"
"3839","Dnajc8"
"3840","Dnajc9"
"3841","Dnal1"
"3842","Dnal4"
"3843","Dnali1"
"3844","Dnase1"
"3845","Dnase1l1"
"3846","Dnase1l2"
"3847","Dnase1l3"
"3848","Dnase2a"
"3849","Dnd1"
"3850","Dnhd1"
"3851","Dnlz"
"3852","Dnm1"
"3853","Dnm1l"
"3854","Dnm2"
"3855","Dnm3"
"3856","Dnmbp"
"3857","Dnmt1"
"3858","Dnmt3a"
"3859","Dnmt3b"
"3860","Dnmt3l"
"3861","Dnpep"
"3862","Dnph1"
"3863","Dnttip1"
"3864","Dnttip2"
"3865","Doc2g"
"3866","Dock1"
"3867","Dock10"
"3868","Dock11"
"3869","Dock2"
"3870","Dock4"
"3871","Dock5"
"3872","Dock6"
"3873","Dock7"
"3874","Dock8"
"3875","Dock9"
"3876","Dohh"
"3877","Dok1"
"3878","Dok2"
"3879","Dok3"
"3880","Dok4"
"3881","Dok6"
"3882","Dok7"
"3883","Dolk"
"3884","Dolpp1"
"3885","Donson"
"3886","Dopey1"
"3887","Dopey2"
"3888","Dos"
"3889","Dot1l"
"3890","Dpagt1"
"3891","Dpcd"
"3892","Dpcr1"
"3893","Dpep1"
"3894","Dpep2"
"3895","Dpf2"
"3896","Dph1"
"3897","Dph2"
"3898","Dph3"
"3899","Dph5"
"3900","Dph6"
"3901","Dph7"
"3902","Dpm1"
"3903","Dpm2"
"3904","Dpm3"
"3905","Dpp3"
"3906","Dpp4"
"3907","Dpp7"
"3908","Dpp8"
"3909","Dpp9"
"3910","Dpt"
"3911","Dpy19l1"
"3912","Dpy19l3"
"3913","Dpy19l4"
"3914","Dpy30"
"3915","Dpysl2"
"3916","Dpysl3"
"3917","Dpysl5"
"3918","Dqx1"
"3919","Dr1"
"3920","Dram1"
"3921","Dram2"
"3922","Drap1"
"3923","Draxin"
"3924","Drc1"
"3925","Drg1"
"3926","Drg2"
"3927","Drosha"
"3928","Dscc1"
"3929","Dscr3"
"3930","Dse"
"3931","Dsel"
"3932","Dsg2"
"3933","Dsn1"
"3934","Dsp"
"3935","Dst"
"3936","Dstn"
"3937","Dstyk"
"3938","Dtd1"
"3939","Dtd2"
"3940","Dtl"
"3941","Dtna"
"3942","Dtnb"
"3943","Dtnbp1"
"3944","Dtwd1"
"3945","Dtwd2"
"3946","Dtx1"
"3947","Dtx2"
"3948","Dtx3"
"3949","Dtx3l"
"3950","Dtx4"
"3951","Dtymk"
"3952","Dus1l"
"3953","Dus2l"
"3954","Dus3l"
"3955","Dus4l"
"3956","Dusp1"
"3957","Dusp10"
"3958","Dusp11"
"3959","Dusp12"
"3960","Dusp14"
"3961","Dusp16"
"3962","Dusp18"
"3963","Dusp19"
"3964","Dusp2"
"3965","Dusp22"
"3966","Dusp23"
"3967","Dusp26"
"3968","Dusp28"
"3969","Dusp3"
"3970","Dusp4"
"3971","Dusp5"
"3972","Dusp6"
"3973","Dusp7"
"3974","Dusp9"
"3975","Dut"
"3976","Dvl1"
"3977","Dvl2"
"3978","Dvl3"
"3979","Dxo"
"3980","Dydc1"
"3981","Dydc2"
"3982","Dym"
"3983","Dync1h1"
"3984","Dync1i2"
"3985","Dync1li1"
"3986","Dync1li2"
"3987","Dync2h1"
"3988","Dync2li1"
"3989","Dynll1"
"3990","Dynll2"
"3991","Dynlrb1"
"3992","Dynlrb2"
"3993","Dynlt1a"
"3994","Dynlt1b"
"3995","Dynlt1c"
"3996","Dynlt1f"
"3997","Dynlt3"
"3998","Dyrk1a"
"3999","Dyrk1b"
"4000","Dyrk2"
"4001","Dyrk3"
"4002","Dysf"
"4003","Dytn"
"4004","Dyx1c1"
"4005","Dzank1"
"4006","Dzip1"
"4007","Dzip1l"
"4008","Dzip3"
"4009","E030010N08Rik"
"4010","E030013I19Rik"
"4011","E030019B06Rik"
"4012","E030030I06Rik"
"4013","E030042O20Rik"
"4014","E130012A19Rik"
"4015","E130102H24Rik"
"4016","E130208F15Rik"
"4017","E130215H24Rik"
"4018","E130307A14Rik"
"4019","E130308A19Rik"
"4020","E130309D02Rik"
"4021","E130311K13Rik"
"4022","E230001N04Rik"
"4023","E230008N13Rik"
"4024","E230013L22Rik"
"4025","E230016M11Rik"
"4026","E230019M04Rik"
"4027","E230025N22Rik"
"4028","E2f1"
"4029","E2f2"
"4030","E2f3"
"4031","E2f4"
"4032","E2f5"
"4033","E2f6"
"4034","E2f8"
"4035","E330009J07Rik"
"4036","E330020D12Rik"
"4037","E330021D16Rik"
"4038","E430018J23Rik"
"4039","E430024P14Rik"
"4040","E430025E21Rik"
"4041","E4f1"
"4042","Eaf1"
"4043","Eaf2"
"4044","Eapp"
"4045","Ear1"
"4046","Ear10"
"4047","Ear2"
"4048","Ears2"
"4049","Ebag9"
"4050","Ebf1"
"4051","Ebi3"
"4052","Ebna1bp2"
"4053","Ebp"
"4054","Ebpl"
"4055","Ecd"
"4056","Ece1"
"4057","Ece2"
