"","x"
"17873","1500015O10Rik"
"17874","1600002D24Rik"
"17875","1700001J03Rik"
"17876","1700001L05Rik"
"17877","1700001O22Rik"
"17878","1700003G18Rik"
"17879","1700003M07Rik"
"17880","1700006J14Rik"
"17881","1700009J07Rik"
"17882","1700010K23Rik"
"17883","1700010K24Rik"
"17884","1700016P03Rik"
"17885","1700018F24Rik"
"17886","1700024P16Rik"
"17887","1700027A07Rik"
"17888","1700028N14Rik"
"17889","1700030C12Rik"
"17890","1700040D17Rik"
"17891","1700047F07Rik"
"17892","1700061H18Rik"
"17893","1700086D15Rik"
"17894","1700109F18Rik"
"17895","1810009J06Rik"
"17896","1810013D15Rik"
"17897","1810059C17Rik"
"17898","2010015M23Rik"
"17899","2210011C24Rik"
"17900","2310005A03Rik"
"17901","2410004I01Rik"
"17902","2410017I17Rik"
"17903","2410018L13Rik"
"17904","2410137M14Rik"
"17905","2600006K01Rik"
"17906","2610204G07Rik"
"17907","2610318N02Rik"
"17908","2700081L22Rik"
"17909","2810442N19Rik"
"17910","2810471M01Rik"
"17911","2900053O20Rik"
"17912","2900097C17Rik"
"17913","3110043A19Rik"
"17914","4631405J19Rik"
"17915","4732471J01Rik"
"17916","4833417C18Rik"
"17917","4833424O15Rik"
"17918","4921507P07Rik"
"17919","4921517D22Rik"
"17920","4930403D09Rik"
"17921","4930417H01Rik"
"17922","4930432K21Rik"
"17923","4930435H24Rik"
"17924","4930439A04Rik"
"17925","4930445N18Rik"
"17926","4930448D08Rik"
"17927","4930452L02Rik"
"17928","4930463O16Rik"
"17929","4930474H06Rik"
"17930","4930479D17Rik"
"17931","4930481B07Rik"
"17932","4930502E09Rik"
"17933","4930502E18Rik"
"17934","4930505H01Rik"
"17935","4930532G15Rik"
"17936","4930535L15Rik"
"17937","4930538K18Rik"
"17938","4930551L18Rik"
"17939","4930558J18Rik"
"17940","4930558K02Rik"
"17941","4930572O03Rik"
"17942","4930578M01Rik"
"17943","4930586N03Rik"
"17944","4930589L23Rik"
"17945","4930596I21Rik"
"17946","4930597A21Rik"
"17947","4931413K12Rik"
"17948","4931422A03Rik"
"17949","4932415D10Rik"
"17950","4932438H23Rik"
"17951","4932443L11Rik"
"17952","4933400F03Rik"
"17953","4933406C10Rik"
"17954","4933406G16Rik"
"17955","4933406I18Rik"
"17956","4933407I08Rik"
"17957","4933415F23Rik"
"17958","4933421A08Rik"
"17959","4933423P22Rik"
"17960","4933425H06Rik"
"17961","4933429H19Rik"
"17962","5033403F01Rik"
"17963","5730480H06Rik"
"17964","5730596B20Rik"
"17965","5830418P13Rik"
"17966","5930412G12Rik"
"17967","6030445D17Rik"
"17968","6330403N20Rik"
"17969","6430503K07Rik"
"17970","6530401F13Rik"
"17971","6720483E21Rik"
"17972","6720489N17Rik"
"17973","7420461P10Rik"
"17974","7530420F21Rik"
"17975","8030423F21Rik"
"17976","8430432A02Rik"
"17977","9230105E05Rik"
"17978","9330179D12Rik"
"17979","9430021M05Rik"
"17980","9430029A11Rik"
"17981","9530046B11Rik"
"17982","9630028H03Rik"
"17983","A130023I24Rik"
"17984","A130057D12Rik"
"17985","A230065H16Rik"
"17986","A3galt2"
"17987","A430110L20Rik"
"17988","A530076I17Rik"
"17989","A630081J09Rik"
"17990","A830019P07Rik"
"17991","A930001C03Rik"
"17992","A930013B10Rik"
"17993","A930016O22Rik"
"17994","A930017K11Rik"
"17995","A930019D19Rik"
"17996","A930039A15Rik"
"17997","A930041C12Rik"
"17998","AC125059.1"
"17999","AC146604.1"
"18000","AI847159"
"18001","AI848285"
"18002","AL596125.1"
"18003","AU019990"
"18004","AW551984"
"18005","AW822252"
"18006","AY512931"
"18007","AY702103"
"18008","Abcc2"
"18009","Abcc9"
"18010","Abcg4"
"18011","Abcg5"
"18012","Abcg8"
"18013","Acnat1"
"18014","Acot6"
"18015","Acrv1"
"18016","Actn3"
"18017","Actr3b"
"18018","Adam11"
"18019","Adam12"
"18020","Adam1a"
"18021","Adam1b"
"18022","Adam3"
"18023","Adam4"
"18024","Adamts12"
"18025","Adamts13"
"18026","Adamts17"
"18027","Adamts3"
"18028","Adamts7"
"18029","Adcy2"
"18030","Adh6b"
"18031","Adnp"
"18032","Aff2"
"18033","Agtr1b"
"18034","Ahsg"
"18035","Aipl1"
"18036","Ajap1"
"18037","Ak5"
"18038","Akr1b7"
"18039","Akr1c21"
"18040","Aldh1a3"
"18041","Alpk2"
"18042","Alppl2"
"18043","Ambp"
"18044","Amph"
"18045","Angpt4"
"18046","Angptl1"
"18047","Ankdd1b"
"18048","Ankrd2"
"18049","Ano2"
"18050","Aox4"
"18051","Apcs"
"18052","Apoa1"
"18053","Apod"
"18054","Apol6"
"18055","Apol7b"
"18056","Apol7c"
"18057","Apold1"
"18058","Apon"
"18059","Aqp6"
"18060","Aqp7"
"18061","Arl14epl"
"18062","Asb10"
"18063","Asb15"
"18064","Asb16"
"18065","Asic3"
"18066","Asic5"
"18067","Axdnd1"
"18068","B230322F03Rik"
"18069","B230359F08Rik"
"18070","B3galt5"
"18071","B3gnt6"
"18072","B630019A10Rik"
"18073","BC005764"
"18074","BC018473"
"18075","BC021785"
"18076","BC035947"
"18077","BC046401"
"18078","BC051070"
"18079","BC051077"
"18080","Bai2"
"18081","Barhl1"
"18082","Bche"
"18083","Bcmo1"
"18084","Bdkrb2"
"18085","Bhlhe22"
"18086","Bmper"
"18087","Btbd17"
"18088","C030013C21Rik"
"18089","C130040N14Rik"
"18090","C130060C02Rik"
"18091","C230062I16Rik"
"18092","C430042M11Rik"
"18093","C630004L07Rik"
"18094","C9"
"18095","Cabp1"
"18096","Cabp4"
"18097","Cabs1"
"18098","Cacna2d3"
"18099","Cadps"
"18100","Calm4"
"18101","Car12"
"18102","Car13"
"18103","Car3"
"18104","Catsperd"
"18105","Cav3"
"18106","Ccdc3"
"18107","Ccdc85c"
"18108","Ccl19"
"18109","Ccl21a"
"18110","Ccna1"
"18111","Ccr10"
"18112","Ccr3"
"18113","Cd200r3"
"18114","Cdh12"
"18115","Cdh24"
"18116","Cdh26"
"18117","Cdh3"
"18118","Cdhr5"
"18119","Cdnf"
"18120","Cela3b"
"18121","Ces1h"
"18122","Cfd"
"18123","Chrna1"
"18124","Chrnb4"
"18125","Chrne"
"18126","Chst8"
"18127","Chst9"
"18128","Clcn1"
"18129","Cldn11"
"18130","Cldn20"
"18131","Cldnd2"
"18132","Clec2l"
"18133","Clec4a4"
"18134","Cml5"
"18135","Cnr1"
"18136","Coch"
"18137","Col13a1"
"18138","Col22a1"
"18139","Colgalt2"
"18140","Cox8b"
"18141","Cpb1"
"18142","Cpne4"
"18143","Cpne9"
"18144","Cpxm2"
"18145","Crh"
"18146","Crtac1"
"18147","Crx"
"18148","Csn3"
"18149","Csrp3"
"18150","Cst9"
"18151","Ctsg"
"18152","Cubn"
"18153","Cyp2e1"
"18154","Cyp2u1"
"18155","D430018E03Rik"
"18156","D630003M21Rik"
"18157","D630029K05Rik"
"18158","D930030I03Rik"
"18159","D930048G16Rik"
"18160","DLEU1_2"
"18161","DLEU2_5"
"18162","Dab1"
"18163","Dbil5"
"18164","Dclk3"
"18165","Dcstamp"
"18166","Dcx"
"18167","Ddx43"
"18168","Defb1"
"18169","Defb42"
"18170","Dfnb59"
"18171","Dgkb"
"18172","Dgkk"
"18173","Dio2"
"18174","Dkk4"
"18175","Dmbt1"
"18176","Dmrt1"
"18177","Dmrta2"
"18178","Dnajc22"
"18179","Doc2a"
"18180","Doc2b"
"18181","Dpf1"
"18182","Dpys"
"18183","Drp2"
"18184","Dsc2"
"18185","Dsc3"
"18186","Duox2"
"18187","E130018N17Rik"
"18188","E130018O15Rik"
"18189","E130309D14Rik"
"18190","E230015B07Rik"
"18191","E230015J15Rik"
"18192","E530011L22Rik"
"18193","Edar"
"18194","Efcab3"
"18195","Efcab9"
"18196","Efna2"
"18197","En2"
"18198","Enpp3"
"18199","Epgn"
"18200","Epha3"
"18201","Ephb2"
"18202","Ereg"
"18203","Ermn"
"18204","Etnk2"
"18205","F12"
"18206","F730016J06Rik"
"18207","F9"
"18208","F930015N05Rik"
"18209","Fam101a"
"18210","Fam131c"
"18211","Fam150b"
"18212","Fam194a"
"18213","Fam196a"
"18214","Fam196b"
"18215","Fam228a"
"18216","Fam228b"
"18217","Fam3b"
"18218","Fam71d"
"18219","Fam83a"
"18220","Fancd2"
"18221","Fap"
"18222","Fbln7"
"18223","Fbxo40"
"18224","Fbxo41"
"18225","Fbxw10"
"18226","Ffar1"
"18227","Ffar3"
"18228","Fgf14"
"18229","Fgf8"
"18230","Fhl4"
"18231","Fjx1"
"18232","Flnc"
"18233","Fmr1nb"
"18234","Fnd3c2"
"18235","Fndc5"
"18236","Folh1"
"18237","Foxd2"
"18238","Foxl1"
"18239","G630016G05Rik"
"18240","G730013B05Rik"
"18241","Gabra1"
"18242","Gabra4"
"18243","Gabrb1"
"18244","Gad2"
"18245","Gal3st2"
"18246","Galr2"
"18247","Gast"
"18248","Gbp11"
"18249","Gdap1l1"
"18250","Gdf9"
"18251","Gfi1b"
"18252","Gfra4"
"18253","Gh"
"18254","Gldc"
"18255","Gm10125"
"18256","Gm10176"
"18257","Gm10197"
"18258","Gm10258"
"18259","Gm10305"
"18260","Gm10309"
"18261","Gm10382"
"18262","Gm10451"
"18263","Gm10463"
"18264","Gm10477"
"18265","Gm10490"
"18266","Gm10544"
"18267","Gm10614"
"18268","Gm10642"
"18269","Gm10655"
"18270","Gm10664"
"18271","Gm10691"
"18272","Gm10699"
"18273","Gm10706"
"18274","Gm10715"
"18275","Gm10718"
"18276","Gm10720"
"18277","Gm10722"
"18278","Gm1078"
"18279","Gm10785"
"18280","Gm10799"
"18281","Gm10818"
"18282","Gm10855"
"18283","Gm10959"
"18284","Gm11037"
"18285","Gm11042"
"18286","Gm11128"
"18287","Gm11168"
"18288","Gm11205"
"18289","Gm11210"
"18290","Gm1123"
"18291","Gm11274"
"18292","Gm11290"
"18293","Gm1141"
"18294","Gm11454"
"18295","Gm11468"
"18296","Gm11505"
"18297","Gm11536"
"18298","Gm11542"
"18299","Gm11555"
"18300","Gm11571"
"18301","Gm11592"
"18302","Gm11614"
"18303","Gm11636"
"18304","Gm11672"
"18305","Gm11695"
"18306","Gm11712"
"18307","Gm11714"
"18308","Gm11724"
"18309","Gm11748"
"18310","Gm11775"
"18311","Gm11802"
"18312","Gm11946"
"18313","Gm11998"
"18314","Gm12000"
"18315","Gm12158"
"18316","Gm12160"
"18317","Gm12227"
"18318","Gm12257"
"18319","Gm12265"
"18320","Gm12279"
"18321","Gm12305"
"18322","Gm12319"
"18323","Gm12541"
"18324","Gm12676"
"18325","Gm12703"
"18326","Gm12708"
"18327","Gm12709"
"18328","Gm12724"
"18329","Gm12735"
"18330","Gm12764"
"18331","Gm12843"
"18332","Gm12898"
"18333","Gm12951"
"18334","Gm12963"
"18335","Gm12972"
"18336","Gm13021"
"18337","Gm13031"
"18338","Gm13037"
"18339","Gm13066"
"18340","Gm13067"
"18341","Gm13068"
"18342","Gm13145"
"18343","Gm13206"
"18344","Gm13380"
"18345","Gm13391"
"18346","Gm13507"
"18347","Gm13520"
"18348","Gm13523"
"18349","Gm13528"
"18350","Gm13544"
"18351","Gm13562"
"18352","Gm13565"
"18353","Gm13594"
"18354","Gm13704"
"18355","Gm13710"
"18356","Gm13715"
"18357","Gm13817"
"18358","Gm13834"
"18359","Gm13939"
"18360","Gm14010"
"18361","Gm14012"
"18362","Gm14022"
"18363","Gm14051"
"18364","Gm14085"
"18365","Gm14097"
"18366","Gm14124"
"18367","Gm14161"
"18368","Gm14302"
"18369","Gm14318"
"18370","Gm14320"
"18371","Gm14322"
"18372","Gm14341"
"18373","Gm14379"
"18374","Gm14393"
"18375","Gm14443"
"18376","Gm14492"
"18377","Gm14532"
"18378","Gm14540"
"18379","Gm14636"
"18380","Gm14641"
"18381","Gm14718"
"18382","Gm14812"
"18383","Gm14817"
"18384","Gm14827"
"18385","Gm15055"
"18386","Gm15199"
"18387","Gm15201"
"18388","Gm15230"
"18389","Gm15323"
"18390","Gm15324"
"18391","Gm15350"
"18392","Gm15423"
"18393","Gm15471"
"18394","Gm15506"
"18395","Gm15512"
"18396","Gm15518"
"18397","Gm15523"
"18398","Gm15535"
"18399","Gm15562"
"18400","Gm15567"
"18401","Gm15581"
"18402","Gm15612"
"18403","Gm1564"
"18404","Gm15656"
"18405","Gm15679"
"18406","Gm15704"
"18407","Gm15718"
"18408","Gm15726"
"18409","Gm15813"
"18410","Gm15835"
"18411","Gm15859"
"18412","Gm15867"
"18413","Gm15907"
"18414","Gm15938"
"18415","Gm15958"
"18416","Gm15961"
"18417","Gm15963"
"18418","Gm15965"
"18419","Gm15991"
"18420","Gm16001"
"18421","Gm16025"
"18422","Gm16031"
"18423","Gm16052"
"18424","Gm16066"
"18425","Gm16068"
"18426","Gm16070"
"18427","Gm16075"
"18428","Gm16091"
"18429","Gm16118"
"18430","Gm16140"
"18431","Gm16183"
"18432","Gm16194"
"18433","Gm16196"
"18434","Gm16225"
"18435","Gm16234"
"18436","Gm16235"
"18437","Gm16239"
"18438","Gm16244"
"18439","Gm16251"
"18440","Gm16263"
"18441","Gm16267"
"18442","Gm16283"
"18443","Gm16295"
"18444","Gm16316"
"18445","Gm16323"
"18446","Gm16348"
"18447","Gm16537"
"18448","Gm16540"
"18449","Gm16552"
"18450","Gm16578"
"18451","Gm16599"
"18452","Gm16602"
"18453","Gm16751"
"18454","Gm16794"
"18455","Gm16863"
"18456","Gm16894"
"18457","Gm16976"
"18458","Gm17024"
"18459","Gm17039"
"18460","Gm17055"
"18461","Gm17057"
"18462","Gm17058"
"18463","Gm17089"
"18464","Gm17096"
"18465","Gm17115"
"18466","Gm17135"
"18467","Gm1720"
"18468","Gm17201"
"18469","Gm17202"
"18470","Gm17224"
"18471","Gm17271"
"18472","Gm17276"
"18473","Gm17364"
"18474","Gm17399"
"18475","Gm17529"
"18476","Gm17535"
"18477","Gm17546"
"18478","Gm17576"
"18479","Gm17597"
"18480","Gm17634"
"18481","Gm19345"
"18482","Gm20109"
"18483","Gm2044"
"18484","Gm20443"
"18485","Gm20448"
"18486","Gm20517"
"18487","Gm20594"
"18488","Gm20605"
"18489","Gm20619"
"18490","Gm20633"
"18491","Gm20655"
"18492","Gm20682"
"18493","Gm21319"
"18494","Gm21731"
"18495","Gm21738"
"18496","Gm21747"
"18497","Gm21762"
"18498","Gm21846"
"18499","Gm21857"
"18500","Gm21936"
"18501","Gm21957"
"18502","Gm21971"
"18503","Gm21984"
"18504","Gm22"
"18505","Gm22009"
"18506","Gm22019"
"18507","Gm22154"
"18508","Gm22158"
"18509","Gm22170"
"18510","Gm22304"
"18511","Gm22308"
"18512","Gm22345"
"18513","Gm22353"
"18514","Gm22362"
"18515","Gm22368"
"18516","Gm22421"
"18517","Gm22499"
"18518","Gm22516"
"18519","Gm22540"
"18520","Gm22572"
"18521","Gm22573"
"18522","Gm22606"
"18523","Gm22615"
"18524","Gm22620"
"18525","Gm22672"
"18526","Gm22738"
"18527","Gm22772"
"18528","Gm22798"
"18529","Gm22839"
"18530","Gm22907"
"18531","Gm22917"
"18532","Gm22933"
"18533","Gm22935"
"18534","Gm22952"
"18535","Gm22953"
"18536","Gm22965"
"18537","Gm22997"
"18538","Gm23002"
"18539","Gm23023"
"18540","Gm23034"
"18541","Gm23095"
"18542","Gm23100"
"18543","Gm23105"
"18544","Gm23138"
"18545","Gm23199"
"18546","Gm23201"
"18547","Gm23238"
"18548","Gm23291"
"18549","Gm23297"
"18550","Gm23368"
"18551","Gm23468"
"18552","Gm23473"
"18553","Gm23540"
"18554","Gm23628"
"18555","Gm23639"
"18556","Gm23722"
"18557","Gm23723"
"18558","Gm23801"
"18559","Gm23864"
"18560","Gm23935"
"18561","Gm23990"
"18562","Gm24000"
"18563","Gm24004"
"18564","Gm24009"
"18565","Gm24044"
"18566","Gm24082"
"18567","Gm24119"
"18568","Gm24145"
"18569","Gm24204"
"18570","Gm24233"
"18571","Gm24259"
"18572","Gm24265"
"18573","Gm24279"
"18574","Gm24339"
"18575","Gm24379"
"18576","Gm24391"
"18577","Gm24407"
"18578","Gm24436"
"18579","Gm24443"
"18580","Gm24455"
"18581","Gm24456"
"18582","Gm24465"
"18583","Gm24490"
"18584","Gm24494"
"18585","Gm24507"
"18586","Gm24508"
"18587","Gm24533"
"18588","Gm24578"
"18589","Gm24610"
"18590","Gm24620"
"18591","Gm24666"
"18592","Gm24724"
"18593","Gm24836"
"18594","Gm24920"
"18595","Gm24928"
"18596","Gm24989"
"18597","Gm24992"
"18598","Gm25147"
"18599","Gm25206"
"18600","Gm25217"
"18601","Gm25225"
"18602","Gm25295"
"18603","Gm25360"
"18604","Gm25363"
"18605","Gm25406"
"18606","Gm25409"
"18607","Gm25410"
"18608","Gm25432"
"18609","Gm25448"
"18610","Gm25502"
"18611","Gm25541"
"18612","Gm25601"
"18613","Gm25626"
"18614","Gm25652"
"18615","Gm25678"
"18616","Gm25750"
"18617","Gm25778"
"18618","Gm25780"
"18619","Gm25791"
"18620","Gm25821"
"18621","Gm25848"
"18622","Gm25857"
"18623","Gm25917"
"18624","Gm25920"
"18625","Gm25935"
"18626","Gm25945"
"18627","Gm25952"
"18628","Gm25953"
"18629","Gm26008"
"18630","Gm26063"
"18631","Gm26075"
"18632","Gm26129"
"18633","Gm26135"
"18634","Gm26154"
"18635","Gm26165"
"18636","Gm26279"
"18637","Gm26340"
"18638","Gm26359"
"18639","Gm26403"
"18640","Gm26407"
"18641","Gm26461"
"18642","Gm26497"
"18643","Gm26512"
"18644","Gm26523"
"18645","Gm26529"
"18646","Gm26551"
"18647","Gm26575"
"18648","Gm26577"
"18649","Gm26588"
"18650","Gm26593"
"18651","Gm26621"
"18652","Gm26625"
"18653","Gm26626"
"18654","Gm2663"
"18655","Gm26640"
"18656","Gm26652"
"18657","Gm26705"
"18658","Gm26706"
"18659","Gm26716"
"18660","Gm26721"
"18661","Gm26745"
"18662","Gm26749"
"18663","Gm26753"
"18664","Gm26756"
"18665","Gm26776"
"18666","Gm26790"
"18667","Gm26801"
"18668","Gm26802"
"18669","Gm26830"
"18670","Gm26832"
"18671","Gm26833"
"18672","Gm26835"
"18673","Gm26851"
"18674","Gm26852"
"18675","Gm26877"
"18676","Gm26878"
"18677","Gm26885"
"18678","Gm26906"
"18679","Gm26909"
"18680","Gm26912"
"18681","Gm26936"
"18682","Gm27028"
"18683","Gm2897"
"18684","Gm2956"
"18685","Gm3248"
"18686","Gm3558"
"18687","Gm3591"
"18688","Gm3739"
"18689","Gm3848"
"18690","Gm4027"
"18691","Gm4279"
"18692","Gm4477"
"18693","Gm4755"
"18694","Gm4779"
"18695","Gm5065"
"18696","Gm5127"
"18697","Gm514"
"18698","Gm525"
"18699","Gm5269"
"18700","Gm5431"
"18701","Gm5447"
"18702","Gm5531"
"18703","Gm5538"
"18704","Gm5665"
"18705","Gm5741"
"18706","Gm5860"
"18707","Gm5861"
"18708","Gm614"
"18709","Gm6270"
"18710","Gm6309"
"18711","Gm6811"
"18712","Gm6816"
"18713","Gm7092"
"18714","Gm7221"
"18715","Gm7457"
"18716","Gm7489"
"18717","Gm7580"
"18718","Gm8206"
"18719","Gm8705"
"18720","Gm9805"
"18721","Gm9866"
"18722","Gm9875"
"18723","Gm9887"
"18724","Gm9903"
"18725","Gm9912"
"18726","Gm9933"
"18727","Gm9961"
"18728","Gm9970"
"18729","Gnat2"
"18730","Gng13"
"18731","Gng8"
"18732","Gpha2"
"18733","Gpr1"
"18734","Gpr152"
"18735","Gpr156"
"18736","Gpr21"
"18737","Gpr25"
"18738","Gpr33"
"18739","Gpr61"
"18740","Gpr62"
"18741","Gpr83"
"18742","Gpr84"
"18743","Gpr87"
"18744","Gpr88"
"18745","Gprc6a"
"18746","Gprin2"
"18747","Grik1"
"18748","Grin2a"
"18749","Grin3a"
"18750","Grm2"
"18751","Grm6"
"18752","Grm8"
"18753","Gsdmc4"
"18754","Gsg1l"
"18755","Gtsf1"
"18756","H19"
"18757","H2-M10.1"
"18758","Hamp2"
"18759","Hapln3"
"18760","Has2os"
"18761","Hba-x"
"18762","Hdhd1a"
"18763","Hes5"
"18764","Hgd"
"18765","Hhipl2"
"18766","Hist1h2ai"
"18767","Hist1h2bp"
"18768","Hist1h3e"
"18769","Hist1h3i"
"18770","Hist1h4m"
"18771","Hist2h3c2"
"18772","Hist3h2ba"
"18773","Hmx2"
"18774","Hnf4a"
"18775","Hoxb1"
"18776","Hoxb13"
"18777","Hoxb8"
"18778","Hoxd10"
"18779","Hoxd9"
"18780","Hpse2"
"18781","Hrasls5"
"18782","Hrh1"
"18783","Hrh3"
"18784","Hs3st3a1"
"18785","Hs3st4"
"18786","Htr1d"
"18787","Htr2a"
"18788","Htr2b"
"18789","Htra4"
"18790","Hunk"
"18791","Ica1l"
"18792","Icam5"
"18793","Ifi202b"
"18794","Ifi27l2b"
"18795","Igdcc3"
"18796","Igdcc4"
"18797","Ighd1-1"
"18798","Ighd2-4"
"18799","Ighv1-12"
"18800","Ighv1-22"
"18801","Ighv1-39"
"18802","Ighv1-52"
"18803","Ighv1-61"
"18804","Ighv1-66"
"18805","Ighv1-67"
"18806","Ighv1-77"
"18807","Ighv1-80"
"18808","Ighv1-82"
"18809","Ighv1-84"
"18810","Ighv10-1"
"18811","Ighv10-3"
"18812","Ighv14-3"
"18813","Ighv14-4"
"18814","Ighv2-6"
"18815","Ighv2-9"
"18816","Ighv2-9-1"
"18817","Ighv5-17"
"18818","Ighv5-2"
"18819","Ighv5-9-1"
"18820","Ighv6-5"
"18821","Ighv7-1"
"18822","Ighv8-14"
"18823","Igkv1-88"
"18824","Igkv1-99"
"18825","Igkv10-94"
"18826","Igkv12-38"
"18827","Igkv14-100"
"18828","Igkv2-137"
"18829","Igkv3-1"
"18830","Igkv3-7"
"18831","Igkv3-9"
"18832","Igkv4-50"
"18833","Igkv4-54"
"18834","Igkv4-56"
"18835","Igkv4-57-1"
"18836","Igkv4-58"
"18837","Igkv4-62"
"18838","Igkv4-69"
"18839","Igkv4-73"
"18840","Igkv4-78"
"18841","Igkv4-80"
"18842","Igkv4-86"
"18843","Igkv4-90"
"18844","Igkv6-14"
"18845","Igkv6-20"
"18846","Igkv6-29"
"18847","Igkv6-32"
"18848","Igsf21"
"18849","Ihh"
"18850","Il17d"
"18851","Il20ra"
"18852","Il22ra2"
"18853","Il4"
"18854","Iltifb"
"18855","Impg1"
"18856","Impg2"
"18857","Ins2"
"18858","Insc"
"18859","Isl1"
"18860","Islr2"
"18861","Itgbl1"
"18862","Jph2"
"18863","Jph4"
"18864","KCNQ1OT1_1"
"18865","KCNQ1OT1_2"
"18866","Kbtbd12"
"18867","Kcna1"
"18868","Kcna2"
"18869","Kcna5"
"18870","Kcna7"
"18871","Kcnab3"
"18872","Kcne4"
"18873","Kcnf1"
"18874","Kcng1"
"18875","Kcng2"
"18876","Kcnj16"
"18877","Kcnk10"
"18878","Kcnk18"
"18879","Kcnn1"
"18880","Kcnt2"
"18881","Kcnv1"
"18882","Kctd4"
"18883","Khdc1b"
"18884","Kif18b"
"18885","Kif7"
"18886","Kirrel"
"18887","Klb"
"18888","Klhl30"
"18889","Klk1b9"
"18890","Klrc3"
"18891","Kng1"
"18892","Krt78"
"18893","Krt83"
"18894","Lctl"
"18895","Ldb3"
"18896","Ldhc"
"18897","Lgr5"
"18898","Lhx8"
"18899","Lhx9"
"18900","Lipo2"
"18901","Lonrf2"
"18902","Lpcat2b"
"18903","Lrp1b"
"18904","Lrrc8b"
"18905","Lrrd1"
"18906","Mapk8ip2"
"18907","Mcpt4"
"18908","Mcpt8"
"18909","Mdga1"
"18910","Megf11"
"18911","Mettl21b"
"18912","Mettl24"
"18913","Mettl7a3"
"18914","Mettl7b"
"18915","Mir1192"
"18916","Mir153"
"18917","Mir16-2"
"18918","Mir186"
"18919","Mir1969"
"18920","Mir23a"
"18921","Mir29a"
"18922","Mir3097"
"18923","Mir3098"
"18924","Mir3100"
"18925","Mir32"
"18926","Mir425"
"18927","Mir449c"
"18928","Mir466i"
"18929","Mir503"
"18930","Mir5119"
"18931","Mir5128"
"18932","Mir687"
"18933","Mir7-1"
"18934","Mir761"
"18935","Mmel1"
"18936","Mmp10"
"18937","Mmp27"
"18938","Mog"
"18939","Mogat2"
"18940","Moxd1"
"18941","Mpp4"
"18942","Muc13"
"18943","Muc19"
"18944","Muc2"
"18945","Myadml2"
"18946","Mybph"
"18947","Myo1a"
"18948","Myo7b"
"18949","Myod1"
"18950","Myom2"
"18951","Nalcn"
"18952","Ncan"
"18953","Ndrg4"
"18954","Ndst3"
"18955","Necab1"
"18956","Neto2"
"18957","Ngf"
"18958","Nkain1"
"18959","Nlgn3"
"18960","Nlrp6"
"18961","Nlrp9b"
"18962","Noto"
"18963","Nptx1"
"18964","Nr1h4"
"18965","Nrap"
"18966","Nrcam"
"18967","Nrg2"
"18968","Nt5c1a"
"18969","Ntrk1"
"18970","Nudt15"
"18971","Nxf2"
"18972","Nxf7"
"18973","Nxnl1"
"18974","Olfr1259"
"18975","Olfr1420"
"18976","Olfr164"
"18977","Olfr315"
"18978","Olfr456"
"18979","Olfr510"
"18980","Olfr520"
"18981","Olfr655"
"18982","Olfr677"
"18983","Olfr851"
"18984","Olfr90"
"18985","Omg"
"18986","Omp"
"18987","Opcml"
"18988","Opn1sw"
"18989","Optc"
"18990","Ostn"
"18991","Otx2"
"18992","P2rx2"
"18993","P4ha3"
"18994","PRINS"
"18995","Pabpc5"
"18996","Pax3"
"18997","Pax6"
"18998","Pax6os1"
"18999","Pbsn"
"19000","Pcdh11x"
"19001","Pcdh18"
"19002","Pcdhb1"
"19003","Pcdhb11"
"19004","Pcdhb12"
"19005","Pcdhb15"
"19006","Pcdhb16"
"19007","Pcdhb21"
"19008","Pcdhb3"
"19009","Pcdhb7"
"19010","Pcnxl2"
"19011","Pcsk1n"
"19012","Pde6g"
"19013","Pdzd7"
"19014","Pglyrp4"
"19015","Pgpep1l"
"19016","Phkg1"
"19017","Pip5kl1"
"19018","Pla2g3"
"19019","Pla2g4c"
"19020","Pla2g4d"
"19021","Pla2g5"
"19022","Plac1"
"19023","Pmel"
"19024","Pnmt"
"19025","Pnoc"
"19026","Pom121l2"
"19027","Pou3f3"
"19028","Prdm8"
"19029","Prl2c2"
"19030","Prph"
"19031","Prps1l1"
"19032","Prr16"
"19033","Prrt2"
"19034","Prss35"
"19035","Prss39"
"19036","Prss57"
"19037","Psors1c2"
"19038","Ptch2"
"19039","Ptchd1"
"19040","Ptprh"
"19041","Ptprv"
"19042","Qrich2"
"19043","RP23-296I6.12"
"19044","Rab33a"
"19045","Ranbp17"
"19046","Ranbp3l"
"19047","Rax"
"19048","Rbm44"
"19049","Rdh8"
"19050","Recql5os1"
"19051","Rgs17"
"19052","Rgsl1"
"19053","Rhbdl3"
"19054","Rhox4c"
"19055","Rimbp2"
"19056","Rimbp3"
"19057","Rin1"
"19058","Rnase12"
"19059","Rnf112"
"19060","Rnft2"
"19061","Ror2"
"19062","Rph3a"
"19063","Rps6kl1"
"19064","Rxrg"
"19065","S100a5"
"19066","Sall3"
"19067","Sbk2"
"19068","Scn2b"
"19069","Sdk1"
"19070","Sec16b"
"19071","Sectm1b"
"19072","Sema6c"
"19073","Sept12"
"19074","Serpina10"
"19075","Serpina1b"
"19076","Serpina1e"
"19077","Serpina3c"
"19078","Serpina3m"
"19079","Serpinb5"
"19080","Sez6l2"
"19081","Sfrp4"
"19082","Sgcg"
"19083","Sh2d6"
"19084","Sh2d7"
"19085","Shc2"
"19086","Shox2"
"19087","Sim2"
"19088","Slc13a4"
"19089","Slc22a1"
"19090","Slc22a3"
